Year,Population,Community Area
1/1/1930,53938,Edgewater
1/1/1940,55503,Edgewater
1/1/1950,54606,Edgewater
1/1/1960,51579,Edgewater
1/1/1970,61598,Edgewater
1/1/1980,58561,Edgewater
1/1/1990,60703,Edgewater
1/1/2000,62198,Edgewater
1/1/2010,56521,Edgewater
1/1/2018,57022,Edgewater
